뉴스 식별자,일자,언론사,기고자,제목,본문,URL
01100201.20170510074644001,20170510,국민일보,우성규 기자,사드 반대에도 결국 홍준표 경북 성주 김천의 표심,"미국의 고고도 미사일 방어체계(사드) 배치에 맞서 반대 투쟁을 해온 경북 성주와 김천의 표심은 ‘역시나’였다. 사드 배치 강행 입장을 내세운 자유한국당 홍준표 후보에 대한 득표가 절반 넘게 압도적 1위로 나오고 있다. 정책 따로 선거 따로인 현실이다. 대구경북의 지역주의를 넘지 못하는 한계도 보여준다. 
 
사드 배치가 진행 중인 경북 성주의 최종 득표..",http://news.kmib.co.kr/article/view.asp?arcid=0011455731&code=61111111&cp=kd
01100101.20170510075830001,20170510,경향신문,주영재 기자 jyj@kyunghyang.com,[오늘은 이런 경향] 5월10일 촛불이 만든 대통령,"경향신문의 특종과 기획, 해설과 분석 등 ‘독자적인 시각’을 모아 전해드립니다. 경향(京鄕) 각지 소식과 삶에 필요한 여러 정보, 시대의 경향(傾向)도 담아냅니다. 
뉴스 브리핑 [오늘은 이런 경향] 5월10일입니다.




문재인 더불어민주당 대선 후보가 대한민국의 제19대 대통령으로 당선됐습니다. 2007년 대선 이후 10년만의 정권교체입니다. 헌정..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705100757002&code=940100
01100101.20170510081414001,20170510,경향신문,이재덕 기자 duk@kyunghyang.com,서울에서 홍준표가 문재인보다 2배 많은 표를 얻은 동네는?,"‘강남3구’ 서울 강남, 서초, 송파에서도 문재인 대통령에게 준 표가 많았지만 초고가 주택지역이 몰려있는 강남구 압구정동, 청담동 등은 사정이 달랐다. 

10일 중앙선거관리위원회 선거통계시스템에 따르면, 강남구 압구정동, 청담동, 삼성1동, 대치1동, 도곡2동, 서초구 서초2동, 반포2동, 송파구 잠실7동 에서는 홍준표 자유한국당 후보가 더 많은 표를..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705100813001&code=910100
01100201.20170510084644002,20170510,국민일보,정지용 기자,"문재인, 557만표 역대 최다 표차 '압도적 승리'","문재인 더불어민주당 후보는 제 19대 대통령에 역대 최다 표 차로 당선됐다. 2위 홍준표 자유한국당 후보를 557만표 차이로 따돌렸다. 
10일 오전 5시50분께 19대 대통령 선거 개표가 최종 완료된 결과 문 당선인은 대구경북과 경남을 제외한 전 지역에서 1위를 차지하며 1342만3784표를 얻어 41.08% 득표율을 기록했다. 24.03%(785만2..",http://news.kmib.co.kr/article/view.asp?arcid=0011456585&code=61111111&cp=kd
01100101.20170510095126001,20170510,경향신문,이지선 기자 jslee@kyunghyang.com,"문재인 대통령, 역대 최다인 557만표 차 승리  최종 41.1% 득표","중앙선거관리위원회는 10일 19대 대선의 개표작업이 종료되면서 문재인 대통령이 1342만3800표를 얻어 전체의 41.08%의 득표율을 기록했다고 밝혔다. 

중앙선거관리위원회 홈페이지의 개표 마감 결과 총 선거인수 4247만9710명 가운데 투표에 참가한 인원은 3267만2101명으로 기호 1번 더불어민주당 문재인 대선후보에게 1342만3800표가 돌..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705100950001&code=910100
01101001.20170510100817001,20170510,한겨레,박수지,"청소년이 뽑은 2위는 심상정, 3위는 유승민이었다","5만여명 청소년들이 뽑은 대통령도 문재인이었다.

 한국와이엠시에이(YMCA)전국연맹(전국연맹)은 제19대 대통령선거 본 투표가 열렸던 9일 청소년들을 대상으로 전국에서 치른 ‘모의 대선’에서 문재인 대통령이 5만1715표 가운데 2만245표를 얻어 39.14%의 득표율로 1위를 차지했다고 10일 밝혔다.

 실제 대선과는 달리 정의당 심상정 후보가 3..",http://www.hani.co.kr/arti/society/society_general/794127.html
01100201.20170510110344001,20170510,국민일보,태원준 기자,"문 대통령 ""김대중 노무현 10년, 이명박 박근혜 10년, 모두 성찰하겠다""","문재인 대통령은 10일 오전 10시25분 서울 여의도 자유한국당 당사를 찾았다. 6층 1회의실에서 정우택 원내대표 등과 마주앉았다. 정 원내대표가 먼저 말문을 열었다.  
 
그는 ""선거과정에서 피곤이 쌓였을 텐데 쉴 시간도 없이 바로 취임하시고 중책 맡아 어깨 무거울 듯하다""며 ""사실 저는 문 대통령의 안보관에 비판을 많이했는데 이제 불안한 안보관도 ..",http://news.kmib.co.kr/article/view.asp?arcid=0011456988&code=61111111&cp=kd
01100501.20170510113506001,20170510,문화일보,허민,<문재인 시대 개막>“트럼프 하루 빨리 만나야 美 신뢰 없인 對北정책 사상누각”,"- 19대 大選 자문단 좌담



“보수 野인사 적극 등용 통합정부를 大탕평 실현해야”



■ 좌담



강성진 고려대 경제학과 교수

조화순 연세대 정외과 교수

박철희 서울대 국제대학원장

장영수 고려대 법학전문대학원 교수



■ 사회



허민 정치부 선임기자



문재인 더불어민주당 후보의 대통령 당선은 박근혜 전 대통령 탄핵 여파에 따라 ..",
01100201.20170510113844001,20170510,국민일보,태원준 기자,"문재인 대통령, 각 당 찾아가 ""야당과 정보 공유""","문재인 대통령은 10일 오전 10시25분 서울 여의도 자유한국당 당사를 찾았다. 6층 1회의실에서 정우택 원내대표 등과 마주앉았다. 정 원내대표가 먼저 말문을 열었다. 
 
그는 ""선거과정에서 피곤이 쌓였을 텐데 쉴 시간도 없이 바로 취임하시고 중책 맡아 어깨 무거울 듯하다""며 ""사실 저는 문 대통령의 안보관에 비판을 많이했는데 이제 불안한 안보관도 다..",http://news.kmib.co.kr/article/view.asp?arcid=0011457113&code=61111111&cp=kd
01100501.20170510115006004,20170510,문화일보,김윤희,"<문재인 시대 개막>洪 차기 당권 도전, 安 당분간 2선 후퇴할 듯","- 낙선자들 향후 행보는 



유승민, 존재감 회복 활로 모색 

심상정, 당내 기반 더 탄탄해져



19대 대선에서 문재인 대통령에게 패한 후보들은 선거 결과를 수용한다면서 “새롭게 출발하겠다”고 밝혔다.



홍준표 자유한국당 후보는 9일 패배가 확실시되는 방송사 출구조사 결과가 나오자 여의도 당사에서 기자회견을 열고 “이번 선거 결과를 수용한다..",
01100501.20170510115006003,20170510,문화일보,이정우,"<문재인 시대 개막>진보, 스타급 주자 즐비 보수, 대표선수 육성 과제","- 大選 잠룡은 누구 



안희정 이재명 재도전 가능 

남경필 오세훈 원희룡 물망



문재인 더불어민주당 대선 후보가 제19대 대통령선거에 당선된 가운데, 5년 후를 바라보는 차기 잠룡들의 면면이 주목된다. 이번 대선에서 낙선한 홍준표 자유한국당 후보, 안철수 국민의당 후보, 유승민 바른정당 후보, 심상정 정의당 후보 등이 차기 대선 후보군에 자동..",
01100501.20170510115006005,20170510,문화일보,신선종,<문재인 시대 개막>‘합당’이냐 ‘마이웨이’냐  뒤바뀐 與野 정계개편 불가피,"- 정국 전망



국민의당 호남지역 입지 위축 

민주당과 통합 목소리 나올 듯 

安, 더 강한 黨 만들기 나설수도 



보수, 패배 책임 놓고 갈등 예고 

자유한국당 바른정당 통합아닌 

노선경쟁 속 각자도생 모색할듯



보수와 진보 진영이 각각 분열돼 다자 구도로 치러진 19대 대선에서 문재인 대통령이 승리하면서 정계 개편론이 제기될 것이라..",
01100501.20170510120006007,20170510,문화일보,이근평,"<문재인 시대 개막>文, 2위 후보와 557만표 역대 최대격차 당선","5년 전보다 득표 수는 적어 

洪 安 劉 표 합치면 52.2% 

‘중도 보수 끌어안기’과제로



5 9 대선에서 승리한 문재인 대통령을 두고 전체 득표율에서는 기대에 미치지 못했다는 평가가 나온다. 당초 목표로 삼은 과반 득표는 물론 2012년 대선만큼 표를 모으지도 못했다. 그러나 유례없는 다자구도 대선에서 2위 후보를 역대 최다 표 차이로 제친..",
01100501.20170510120006008,20170510,문화일보,김동하,<문재인 시대 개막>17개 광역단체 중 단 1곳도 ‘3분의 2 이상 몰표’ 없었다,"- 표심 분석



文 전북 64.8%-洪 경북 48.6% 

최다득표 지역서도 ‘쏠림’둔화 



‘충북 1위=당선’ 공식은 재확인



제19대 대통령 선거는 영 호남에서 특정 후보에게 압도적으로 표를 몰아주던 ‘몰표 현상’이 완화되면서 지역 대결 구도가 상대적으로 약해진 것으로 나타났다.



10일 중앙선거관리위원회 개표 결과에 따르면 17개 광..",
01101001.20170510120804001,20170510,한겨레,윤형중,"문 대통령 “자유한국당, 안보 위해 지혜 모으자”","문재인 대통령이 10일 오전 서울 여의도의 자유한국당사를 찾아 “국회에서 중요한 역할을 하는 야당과 소통하고 대화하고, 동반자로 여기는 그런 자세로 함께 국정을 운영하겠다”고 밝혔다. 

 이날 문재인 대통령을 맞이한 정우택 자유한국당 원내대표 겸 당 대표 권한대행은 “그동안 문 후보의 안보관을 많이 비판했던 사람인데, 이제 대통령 되셨으니 불안한 안보..",http://www.hani.co.kr/arti/politics/politics_general/794148.html
01100501.20170510121005003,20170510,문화일보,,"<사설>文대통령, 거국내각式 탕평 인사로 統合시대 열어야","제19대 문재인 대통령이 10일 오전 8시9분 중앙선거관리위원회의 선거 결과 의결과 동시에 5년 임기를 시작했다. 문 대통령에게 축하를 보내며 대한민국을 위해 많은 업적을 남기길 기원한다. 임기 개시와 동시에 문 대통령은 합참의장에게 지시하는 형식으로 군 통수권을 행사하고, 현충원을 참배한 뒤 국회로 가서 원내 5당 대표실을 방문했으며, 정오에는 국회 ..",
01100501.20170510121005009,20170510,문화일보,김병채,<문재인 시대 개막>단일화 없이 ‘진보진영 첫 단독 정권’ ‘개혁 통합’ 시험대,"- 文대통령 당선의 의미



출구조사 “탄핵 찬성” 74.3% 

朴탄핵으로 이뤄진 19代 대선 

촛불민심 존중후보에 票 몰려 



DJP 연합 盧-MJ 단일화 후 

10년만에 단독으로 정권창출 

국정농단 여파 개혁에 무게 



‘40% 초반 박스권’ 탈출 못해 

나머지 4명이 60% 나눠가져 

표심은 절묘하게 견제와 균형



제19대..",
01100501.20170510124005003,20170510,문화일보,김병채,文 “중요 安保사안 野에도 늘 브리핑 정보 공유”,"국회 野4당 방문 협치의지 피력 

일자리위원회 설치 첫 업무지시 

최종 득표 1342만표 ‘41.08%’



문재인 대통령은 10일 국회에서 제19대 대통령 취임 선서를 하고 공식 취임했다. 문 대통령은 취임 선서에 앞서 자유한국당, 국민의당, 정의당 등 야당 지도부를 방문해 “치열하게 경쟁했지만 다시 나라가 잘 나아가기 위해 함께해야 한다는 자세..",
01101001.20170510124827001,20170510,한겨레,윤형중,자유한국당 “바른정당 탈당파 복당 재논의”,"정우택 자유한국당 원내대표 겸 당 대표 권한대행이 10일 홍준표 대통령 후보가 일괄 복당시키로 한 바른정당 탈당파 13명 의원들의 복당을 재논의하겠다고 밝혀 당내 갈등이 예고되고 있다.

 정 원내대표는 이날 서울 여의도 당사에서 열린 중앙선거대책회의 해단식을 마치고서 기자들과 만나 탈당파들의 복당과 관련해 “당 내부에서도 이견이 많다. 조만간 의견 수..",http://www.hani.co.kr/arti/politics/assembly/794156.html
01100101.20170510131247001,20170510,경향신문,박용필 기자 phil@kyunghyang.com,홍준표 “세상이 나를 다시 부를 때까지 기다리겠다”,"홍준표 전 자유한국당 대선 후보가 10일 “세상이 나를 다시 부를 때까지 기다리겠다”고 밝혔다.

홍 전 후보는 문재인 대통령의 임기가 시작된 이날 오후 1시쯤 자신의 페이스북에 “세상이 나를 다시 부를때까지 기다리겠습니다. 아직 남은 세월이 창창하고 자유대한민국을 위해 할일이 남았습니다.”라는 글을 올렸다. 

홍 후보는 전날 페이스북에 “자유한국당이..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705101311001&code=910100
01100101.20170510132708001,20170510,경향신문,허진무 기자 imagine@kyunghyang.com,'태극기 애국후보' 조원진 득표율 0.1%에 박사모 '충격',제19대 대통령 선거에서 새누리당 조원진 후보의 득표율이 0.1%에 그치자 박근혜를사랑하는모임(박사모) 회원들이 충격에 빠졌다. 현재 새누리당은 기존 새누리당이 자유한국당으로 당명을 바꾸면서 지난 겨울 박근혜 전 대통령의 탄핵을 반대하는 집회를 열었던 박사모가 중심이 돼 지난달 5일 창당한 신생 정당이다. 이번 대선에서 기호 6번 조 후보는 0.1%(4..,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705101324001&code=940100
01100201.20170510133844001,20170510,국민일보,정지용 기자,"JTBC보다 낮은 MBC 개표방송 시청률, 이유 있었네","제19대 대통령선거 개표방송 시청률은 KBS 1TV가 가장 높았다. 지상파 중 방송을 가장 먼저 중단한 MBC는 JTBC보다 낮은 시청률을 기록했다. 
대선 투표일인 9일 오후 8시 출구조사 결과 발표를 앞두고 시작된 개표 방송은 지상파 3사와 종합편성채널 JTBC에 시선이 쏠렸다. 이날 대부분 방송사들은 오후 5~6시부터 자정을 넘겨 10일 새벽까지 ..",http://news.kmib.co.kr/article/view.asp?arcid=0011457369&code=61181711&cp=kd
01101001.20170510140900001,20170510,한겨레,김일우,TK지역에서 문재인이 50% 득표한 곳이 있다?,"경북 김천시 율곡동에서 문재인 당선인에게 50%가 넘는 표가 나왔다. 

 10일 중앙선거관리위원회 선거통계시스템을 보면, 제19대 대통령선거에서 김천 율곡동 주민들은 더불어민주당 문 당선인에게 4754표(50.38%)를 줬다. 문 당선인의 전국 평균 득표율(41.08%)을 크게 웃도는 수치다. 율곡동 주민들은 바른정당 유승민 후보에게는 759표(8.0..",http://www.hani.co.kr/arti/society/area/794164.html
01100501.20170510143005012,20170510,문화일보,지건태,對北정책 변화? 인천 경기북부 ‘통일경제특구’ 기대감,"- ‘文대통령 공약’ 지자체 희비 



인천, 해경청사 환원 ‘환영’ 

대구, 의료단지 차질 ‘걱정’



문재인 더불어민주당 후보가 9일 치러진 제19대 대통령 선거에서 승리하면서 전국 지방자치단체의 정책과 자치단체장 역점사업 향배에 관심이 쏠리고 있다. 문 대통령은 대선 기간 선거 유세에서 지방분권과 국가균형발전을 핵심과제로 제시해 왔다.



..",
01101001.20170510162858001,20170510,한겨레,박수지,현실부정? 홍준표 지지자들끼리 ‘부정선거설’ 불지피기,9일 저녁 문재인 더불어민주당 후보의 대통령 당선이 확실해지자 홍준표 자유한국당 후보 지지자들의 단체카톡방 중심으로 ‘부정선거설’이 고개를 들었다. 구체적인 지역을 언급하며 개표가 제대로 되지 않았다는 점을 강조하는 식이었다. 한 단톡방에 “부산시 금정구 선거개표 참관인으로 왔는데 사전투표용지가 오늘 투표용지와 달랐는데 개표를 해보니 내가 찍은 용지는 ..,http://www.hani.co.kr/arti/society/society_general/794182.html
01101001.20170510163822001,20170510,한겨레,박찬수,[박찬수 칼럼] ‘대통령 문재인’에겐 시간과 인내가 필요하다,"박찬수 논설위원실장

 “영광의 순간은 짧고 고뇌와 고통의 시간은 길었다.”

 김영삼 전 대통령이 청와대를 떠나면서 했던 말이다. ‘대통령이란 자리’의 무게를 이처럼 간결하게 표현한 말도 드물다. 1992년 대선에서 큰 표차로 승리하고 임기 초반 90% 넘는 지지율을 보였던 김영삼 전 대통령은 그 뒤 아들과 측근 비리, 미증유의 국가부도 사태로 큰 고..",http://www.hani.co.kr/arti/opinion/column/794183.html
01100201.20170510165444001,20170510,국민일보,하윤해 기자,"압승인데, 득표율은 역대 하위권 민심은 또 절묘했다","이번 19대 대통령선거에서도 민심은 절묘했다. 
 
문재인 대통령은 1987년 대통령 직선제 도입 이후 최다 표차로 승리를 거뒀다. 그러나 문 대통령이 얻은 득표율 41.08%은 7번의 역대 직선제 대선 중 세 번째로 낮았다. 민심은 문 대통령에게 압승이라는 선물을 주면서도 조심할 것을 당부했다. 
 
5 9 대선의 최종 개표 결과, 문 대통령은 134..",http://news.kmib.co.kr/article/view.asp?arcid=0011457999&code=61111111&cp=kd
01101001.20170510171903002,20170510,한겨레,,"문재인, 3당합당 이후 부산에서 첫 야당 대선 후보로 1위","19대 대통령선거(대선)에서 문재인 대통령이 자유한국당의 텃밭인 부산에서 자유한국당 홍준표 후보를 누르면서 다양한 해석이 나오고 있다.

 10일 중앙선거관리위원회의 19대 대선 개표 결과를 보면, 19대 대통령에 당선된 문재인 더불어민주당 후보는 부산에서 38.7%를 득표했다. 32%를 얻은 2위 홍준표 자유한국당 후보에 견줘 6.7%를 더 얻은 것이..",http://www.hani.co.kr/arti/society/area/794190.html
01101001.20170510175845001,20170510,한겨레,송인걸,“문재인 대통령 취임은 민주주의 승리”,"충청 강원지역 단체장들은 문재인 대통령 취임을 축하하고, 중앙정부와 지방정부가 협력해 지방 분권을 이루고 지역 현안을 해결하는 계기이길 바랐다.

 충청 강원지역 단체장들은 10일 일제히 성명을 내어 “문재인 대통령 취임은 촛불 혁명의 완성이자 민주주의의 승리이다. 시민과 함께 19대 문재인 대통령의 취임을 축하한다. 국정농단에서 비롯된 촛불 혁명을 완..",http://www.hani.co.kr/arti/society/area/794201.html
01101001.20170510181832002,20170510,한겨레,,"[한겨레 사설] 보수세력, 과거 행태와 단절 못하면 미래 없다",19대 대선에서 홍준표 자유한국당 후보의 득표율은 24.0%다. 바른정당 유승민 후보(6.8%)와 새누리당 조원진 후보(0.1%)까지 다 합쳐도 보수 정치세력의 총득표율은 30.9%다. 1987년 노태우 민정당 후보의 36.6%보다 더 낮다. 대선에서 보수 정치세력의 득표가 이 정도 수준에 그친 건 처음이다. 자유한국당은 “실망스럽다”고 밝혔다. 그러나..,http://www.hani.co.kr/arti/opinion/editorial/794207.html
01101001.20170510182905002,20170510,한겨레,,[지역이 중앙에게] ‘홍준표’와 사드 반대 주민들 / 김수민,"김수민전 구미시의원 녹색당

 대선 출구조사 발표 당시 나는 대구의 어느 대학교 인근에 있었다. 대다수의 청년들이 촛불 민심과 함께했을 것이라는 짐작을 쉽게 할 수 있다. 하지만 정권교체가 확정되었음에도 분위기는 그리 들뜨지 않았다. 기호 1번의 지지자들은 예상한 듯 덤덤했을 것이고, 3, 4, 5번 지지자들은 다소 낙담했을 것이다. 그리고 이들은 다 ..",http://www.hani.co.kr/arti/opinion/column/794211.html
01100101.20170510194151001,20170510,경향신문,정원식 기자 bachwsik@kyunghyang.com,"“이제 ‘선량한 문’ 말고 ‘담대한 문’으로 과감한 개혁을”, “적폐청산 여야 협조 어렵다? 부정부패 문제는 합의된 쟁점”","ㆍ특별 대담 새 정부에 바란다


문재인 대통령은 대선 사상 최대인 557만표차로 이겼으나 전임 박근혜 정부로부터 온갖 난제를 물려받았다. 박 대통령을 탄핵으로 이끈 촛불혁명은 문 대통령과 더불어민주당정부에 적폐청산과 개혁의 과제를 남겼다. 남재희 전 노동부 장관(83)과 박상훈 정치발전소 학교장(53)이 10일 서울 경향신문사에서 만나 대선 결과와 차..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705101940001&code=940401
01101001.20170510210816001,20170510,한겨레,김일우,‘성주 표심’ 비난 댓글이 불편한 까닭,"10일 문재인 대통령이 취임했지만 사드(고고도미사일방어체계) 배치에 반대하는 경북 성주 주민들은 크게 기뻐할 수 없었다. 성주에서 홍준표 자유한국당 후보가 56.20%의 표를 얻었기 때문이다. 9일 사드 배치를 막아보겠다며 문 후보나 심상정 정의당 후보를 찍었던 성주 주민들은 허탈해했다. 

 ‘뻔뻔스러운 동네네, 홍준표에게 몰표를 몰아주고 문재인에게 ..",http://www.hani.co.kr/arti/society/area/794238.html
01101001.20170510215820001,20170510,한겨레,이승준,"문 대통령, ‘역대 최다 표차’ 승리 지역주의 색채 옅어져","대통령 파면 이후 두 달 만에 치러진 이번 선거는 5자 구도로 진행되며 과거와 확연히 다른 표심을 보여줬다. 문재인 대통령은 1987년 직선제 도입 이래 최다 표차로 승리했지만 다른 후보들에게 표가 분산되며 과반을 넘지 못했다. 문 대통령은 대구 경북 경남에서 홍준표 자유한국당 후보에게 밀림으로써 지역주의의 벽을 실감해야 했지만, 이전에 비하면 지역 구..",http://www.hani.co.kr/arti/politics/assembly/794243.html
01101001.20170510215821001,20170510,한겨레,황준범,19대 대선 출구조사 ‘족집게’,"높은 사전투표율(26.06%) 변수 때문에 정확도에 대한 우려로 관심을 모았던 방송3사의 5 9 대선 출구조사는 역대 출구조사들 가운데 가장 높은 적중률을 보였다.

 9일 저녁 8시 투표 마감과 동시에 방송3사가 내놓은 득표 예측치는 문재인 41.4%, 홍준표 23.3%, 안철수 21.8%, 유승민 7.1%, 심상정 5.9%였다. 10일 오전 6시께 ..",http://www.hani.co.kr/arti/politics/politics_general/794245.html
01101001.20170510220845001,20170510,한겨레,윤형중,홍준표 “세상이 날 부를 때 기다리겠다”,"제19대 대통령 선거에서 24.0%의 지지율을 기록하며 2위로 낙선한 홍준표 전 자유한국당 대선 후보의 향후 행보에 관심이 모아지고 있다. 큰 선거에서 낙선한 후보지만, 완전히 무너진 지지기반을 회복한 기여도를 감안해 대선 후에도 중요한 역할을 맡아야 한다는 의견이 당 안팎에서 제기되고 있다. 이철우 전 총괄선거대책본부장은 10일 선대위를 해산하는 회의..",http://www.hani.co.kr/arti/politics/politics_general/794246.html
01101001.20170510220846002,20170510,한겨레,이경미,바른정당 젊은표 흡수 ‘절반의 성공’,"5 9대선에서 4위를 기록한 유승민 바른정당 대통령 후보가 “개혁보수의 길을 위해 백의종군하겠다”는 입장을 밝혔다.

 유 후보는 10일 여의도 당사에서 열린 선거대책위원회 해단식에서 “악조건 속에서 힘들게 선거를 치러준 모든 분들에게 죄송하고 감사하다”면서 “선대위는 해단하지만 우리가 가고자 했던 길로 가는 첫걸음을 내는 순간이라 생각한다. 저는 백의..",http://www.hani.co.kr/arti/politics/assembly/794248.html
01101001.20170510221808001,20170510,한겨레,정유경,"문재인 대통령의 첫날 소탈, 소통, 탈권위","역대 대통령의 첫날과는 사뭇 달랐다. 문재인 대통령의 첫날은 분주하면서도 소탈하고 간소했다. 약식으로 치러진 취임식 등은 당선이 곧 임기 시작인 19대 대통령의 특수한 상황 탓에 곧바로 실무에 들어가야 하는 까닭도 있지만, 한결 유연해진 경호나 시민들과의 거침없는 스킨십 등은 평소 문 대통령이 말했던 ‘탈권위 대통령’의 행보를 보여줬다는 평가가 나온다...",http://www.hani.co.kr/arti/politics/bluehouse/794249.html
01100101.20170510224610001,20170510,경향신문,이지선 기자 jslee@kyunghyang.com,"[문재인 대통령 취임]출구조사 적중률, ‘AI급’으로 진화","ㆍ각 정당 후보들 득표율까지 
ㆍ오차범위인 0.8%P 내 맞춰

정확하기도 했고 일부 빗나가기도 했던 방송사들의 대선 출구조사가 19대 대선에서는 실제 개표 결과와 거의 유사한 것으로 나타났다. 대통령 당선인은 물론 주요 정당 후보들 순위와 득표율 격차도 실제 결과와 비슷했다.

KBS MBC SBS 지상파 3사는 지난 9일 오후 8시 대선 투표가 끝나..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705102244005&code=910110
01100101.20170510225633001,20170510,경향신문,유정인 기자 jeongin@kyunghyang.com,[문재인 대통령 취임]14 15 16 17 18 19대 대선에도 통한 ‘충청의 법칙’,"ㆍ문, 충청권 최종개표 40.24% 
ㆍ전국 득표율과 유사한 결과 
ㆍ‘충청서 앞서면 승’ 속설 확인


‘충청에서 앞서면 이긴다’는 대선 승리의 공식이 19대 대선에서도 통했다. 문재인 대통령이 충청권에서 자유한국당 홍준표, 국민의당 안철수 후보를 여유 있게 제치면서 승리의 기반이 됐다. 충청권 표심은 전국 표심과 유사한 것으로 나타나 민심의 ‘바로미..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705102244015&code=910110
01100101.20170510225633002,20170510,경향신문,이지선·구교형 기자  jslee@kyunghyang.com,[문재인 대통령 취임]‘변화 열망’ 진보성향 2050세대 적극 투표 ‘결정적 역할’,"ㆍ19대 대선 세대별 표심


19대 대선에서 문재인 대통령이 승리를 거머쥔 것은 적극적으로 투표에 참여한 20~40대의 탄탄한 지지를 바탕으로, 50대 표심까지 끌어왔기 때문으로 분석된다. 반면 60대 이상에선 자유한국당 홍준표 후보에게 표가 몰리며 세대별 쏠림 현상이 뚜렷했다.

KBS MBC SBS 등 방송 3사와 칸타퍼블릭 코리아리서치센터 리서치..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705102244025&code=910110
01100101.20170510232854001,20170510,경향신문,박순봉 기자 gabgu@kyunghyang.com,[문재인 대통령 취임]당권 싸움 추가 탈당 가능성 보수정당 ‘내분’,"ㆍ한국당 “친박 복권 탈당파 복당 재논의” 홍준표 ‘지시’ 거부 
ㆍ바른정당, 구심점 기반 약해 내년 지방선거 전 이탈 가능성도


보수 정당의 미래가 안갯속에 던져졌다. 19대 대선에서 참패한 후폭풍이 자유한국당과 바른정당을 휘감을 조짐을 보이고 있는 것이다. 두 당 모두 내부에 뚜렷한 구심점이 없다는 점에서 수습보다 내분에 빠져들 가능성이 높다.

..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705102248005&code=910402
01100101.20170510233001001,20170510,경향신문,손제민 기자 jeje17@kyunghyang.com,문재인 “겸손한 권력 되어 강력한 나라 만들겠다”,"ㆍ19대 대통령 취임 일자리위원회 설립 ‘업무지시 1호’ 
ㆍ“안보위기 서둘러 해결 여건 조성되면 평양도 갈 것”


문재인 대통령은 10일 “오늘부터 저는 국민 모두의 대통령이 되겠다. 저를 지지하지 않았던 국민 한 분 한 분도 저의 국민이고 우리의 국민”이라고 말했다. 

문 대통령은 이날 국회 로텐더홀에서 열린 19대 대통령 취임선서식 연설을 통해..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705102325005&code=910203
01100101.20170510233826002,20170510,경향신문,구교형 기자  wassup01@kyunghyang.com,"[문재인 대통령 취임]도시는 문재인, 농촌은 홍준표","ㆍ세대 간 엇갈린 표심 탓

19대 대선 개표 결과 도시에서는 더불어민주당 문재인 대통령을, 농촌에서는 자유한국당 홍준표 후보를 지지하는 도농 분리 현상이 두드러졌다. 유권자 구성에서 도시에는 젊은층이, 농촌에는 노인층이 밀집해 세대 간 대결 양상이 표심에 반영된 것으로 풀이된다.

대표적으로 경기도 표심은 도시와 농촌이 크게 엇갈렸다. 

수원시 4개..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705102335015&code=910110
01100101.20170510233826001,20170510,경향신문,유정인·구교형 기자  jeongin@kyunghyang.com,"[문재인 대통령 취임]진보, 부산 강원 30년 만에 축배 강남선 ‘부자 동네’ 빼고 압승","ㆍ19대 대선 권역별 표심 
ㆍ문, 250개 선거구 중 175곳 1위로 ‘전국적 지지’ 
ㆍ광주 전북서 안철수 후보 ‘더블스코어’로 제쳐


문재인 대통령이 10일 새벽 마무리된 19대 대선 최종 개표 결과 자유한국당 홍준표 후보를 557만951표차로 제치고 승리했다. 이명박 전 대통령이 당선된 16대 대선(531만7708표차)보다도 25만3243표차를..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201705102335005&code=910110
01100201.20170511212855001,20170511,국민일보,이종선 기자,[단독] 미국 가는 홍준표 “주말쯤 출국해 정국 구상”,"대선에서 패배한 홍준표 전 자유한국당 대선 후보가 이번 주말쯤 출국할 것으로 알려졌다. 
 
 홍 전 후보 측근은 10일 “홍 전 후보와 부인 이순삼 여사가 이번 주말쯤 미국으로 떠나 한 달쯤 체류할 예정”이라고 말했다. 홍 전 후보 부부는 미국 로스앤젤레스(LA)에서 비행기 조종사 교육을 받고 있는 차남 정현(34)씨 집을 찾을 예정이다. 정현씨는 지..",http://news.kmib.co.kr/article/view.asp?arcid=0923745327&code=11121100
01100201.20170511212955001,20170511,국민일보,권지혜 기자,"유승민 심상정, 아쉬움 속 ‘재기 모드’","유승민(왼쪽 얼굴) 바른정당 의원은 10일 “백의종군하면서 개혁 보수의 길을 가겠다”고 말했다. 
 
 유 의원은 서울 여의도 당사에서 열린 선거대책위원회 해단식에 참석해 “우리가 가고자 했던 개혁 보수의 길이 더 많은 국민의 지지를 받을 수 있도록 분골쇄신하겠다”며 이같이 밝혔다. 
 
 그는 “내년 지방선거, 3년 후 총선에서 기필코 승리해 우리가 ..",http://news.kmib.co.kr/article/view.asp?arcid=0923745324&code=11121100
